"PVWatts Hourly PV Performance Data"
"Requested Location","los angeles, CA"
"Location","Lat, Lng: 34.05, -118.26"
"Latitude (DD)","34.05"
"Longitude (DD)","-118.26"
"Elevation (m)","97.559997558594"
"DC System Size (kW)","10"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (kW/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","29","15","814","112","28.6","2.9","0.14","633.468","41.67","5100.783","4880.407"
"7","29","16","720","97","26.8","1.7","0.13","404.262","37.263","3252.454","3097.571"
"7","29","17","552","72","25.2","1","0.13","174.666","30.286","1206.279","1123.9"
"7","29","18","206","29","23.4","0.6","0.13","22.221","24.087","125.397","81.318"
"7","29","19","0","0","22.3","0.7","0.13","0","22.3","0","0"
"7","29","20","0","0","21.7","0.7","0.13","0","21.7","0","0"
"7","29","21","0","0","21.2","0.9","0.13","0","21.2","0","0"
"7","29","22","0","0","20.7","1.2","0.13","0","20.7","0","0"
"7","29","23","0","0","20.1","1.4","0.13","0","20.1","0","0"
"7","30","0","0","0","19.5","1.4","0.13","0","19.5","0","0"
"7","30","1","0","0","19","1.4","0.13","0","19","0","0"
"7","30","2","0","0","18.8","1.5","0.13","0","18.8","0","0"
"7","30","3","0","0","18.7","1.6","0.13","0","18.7","0","0"
"7","30","4","0","0","19.3","1.5","0.13","0","19.3","0","0"
"7","30","5","232","29","21.5","1.7","0.13","22.162","22.031","131.722","87.419"
"7","30","6","568","67","24.7","1.7","0.13","175.383","29.033","1214.934","1132.249"
"7","30","7","719","89","27.7","1.5","0.13","399.667","38.513","3201.614","3048.532"
"7","30","8","798","107","29.9","2.3","0.13","620.975","44.179","4948.433","4733.455"
"7","30","9","851","116","30.7","2.9","0.13","807.738","47.327","6302.435","6039.479"
"7","30","10","884","119","30.9","3","0.13","943.346","49.965","7232.061","6936.165"
"7","30","11","892","126","31","3","0.13","1012.314","51.444","7684.164","7372.248"
"7","30","12","891","128","31","3.2","0.13","1012.789","50.788","7708.747","7395.96"
"7","30","13","881","124","30.7","3.3","0.13","944.033","48.862","7270.251","6973.001"
"7","30","14","856","117","29.9","3.3","0.13","810.514","45.516","6372.262","6106.832"
"7","30","15","805","106","29.4","3.3","0.13","621.613","41.404","5011.62","4794.403"
"7","30","16","719","92","26.3","2.6","0.13","398.635","34.941","3236.18","3081.874"
"7","30","17","541","69","23.9","1.8","0.13","169.248","27.993","1175.613","1094.32"
"7","30","18","63","16","22.2","1.2","0.13","13.278","22.543","69.564","27.463"
"7","30","19","0","0","21.6","1","0.13","0","21.6","0","0"
"7","30","20","0","0","21.5","0.9","0.13","0","21.5","0","0"
"7","30","21","0","0","21.2","0.7","0.13","0","21.2","0","0"
"7","30","22","0","0","20.6","0.7","0.13","0","20.6","0","0"
"7","30","23","0","0","20.1","0.8","0.13","0","20.1","0","0"
"7","31","0","0","0","19.5","0.7","0.13","0","19.5","0","0"
"7","31","1","0","0","19","0.7","0.13","0","19","0","0"
"7","31","2","0","0","18.7","0.6","0.13","0","18.7","0","0"
"7","31","3","0","0","18.6","0.5","0.13","0","18.6","0","0"
"7","31","4","0","0","18.8","0.4","0.13","0","18.8","0","0"
"7","31","5","246","28","20","1","0.13","22.366","20.622","128.86","84.659"
"7","31","6","507","63","22.2","1.5","0.13","159.268","26.316","1114.892","1035.751"
"7","31","7","644","93","24.5","1.6","0.13","370.256","34.297","3012.503","2866.122"
"7","31","8","216","279","26.4","1.9","0.13","405.439","36.459","3271.505","3115.947"
"7","31","9","882","111","27.7","2.5","0.13","828.182","46.003","6498.466","6228.564"
"7","31","10","902","122","28.5","3.1","0.13","963.398","47.648","7455.176","7151.373"
"7","31","11","914","126","28.8","3.4","0.13","1034.545","48.376","7951.526","7630.136"
"7","31","12","916","122","28.8","3.4","0.13","1032.061","48.33","7935.286","7614.471"
"7","31","13","907","117","28.7","3.4","0.13","961.502","46.908","7465.085","7160.932"
"7","31","14","883","107","28.2","3.3","0.13","822.476","44.048","6507.606","6237.38"
"7","31","15","835","97","27.9","3.3","0.13","631.522","40.098","5121.962","4900.835"
"7","31","16","662","111","23","2.7","0.13","392.2","31.351","3229.508","3075.438"
"7","31","17","492","79","22","2.2","0.13","168.602","25.779","1200.118","1117.957"
"7","31","18","138","26","20","1.6","0.13","19.891","20.455","99.922","56.746"
"7","31","19","0","0","18","1.2","0.13","0","18","0","0"
"7","31","20","0","0","18","0.8","0.13","0","18","0","0"
"7","31","21","0","0","17","0.7","0.13","0","17","0","0"
"7","31","22","0","0","17","0.7","0.13","0","17","0","0"
"7","31","23","0","0","16","0.7","0.13","0","16","0","0"
"8","1","0","0","0","16","0.6","0.13","0","16","0","0"
"8","1","1","0","0","16","0.5","0.13","0","16","0","0"
"8","1","2","0","0","15","0.5","0.13","0","15","0","0"
"8","1","3","0","0","15","0.5","0.13","0","15","0","0"
"8","1","4","0","0","15","0.6","0.13","0","15","0","0"
"8","1","5","125","28","17","1","0.13","21.449","17.586","119.461","75.592"
"8","1","6","500","80","19","1.4","0.13","173.575","23.614","1253.509","1169.457"
"8","1","7","0","118","21","1.6","0.13","109.341","23.895","893.465","822.17"
"8","1","8","14","220","24","1.9","0.13","214.081","29.3","1732.749","1631.715"
"8","1","9","104","378","25","2.5","0.13","446.509","34.82","3585.502","3418.817"
"8","1","10","893","129","26","3","0.13","962.279","45.447","7513.369","7207.505"
"8","1","11","908","133","27","3.4","0.13","1035.857","46.6","8019.014","7695.233"
"8","1","12","909","133","28","3.5","0.13","1036.234","47.303","7998.976","7675.905"
"8","1","13","896","130","28","3.5","0.13","964.239","45.975","7512.787","7206.943"
"8","1","14","868","121","27","3.4","0.13","824.096","42.628","6555.919","6283.981"
"8","1","15","818","109","26","3","0.13","632.395","38.83","5153.499","4931.254"
"8","1","16","738","90","25","2.7","0.13","404.767","33.618","3303.703","3147.004"
"8","1","17","571","67","23","2.1","0.13","172.131","26.904","1191.808","1109.942"
"8","1","18","194","24","21","1.4","0.13","18.327","21.433","88.891","46.106"
"8","1","19","0","0","19","0.9","0.13","0","19","0","0"
"8","1","20","0","0","19","0.7","0.13","0","19","0","0"
"8","1","21","0","0","18","0.5","0.13","0","18","0","0"
"8","1","22","0","0","18","0.5","0.13","0","18","0","0"
"8","1","23","0","0","18","0.4","0.13","0","18","0","0"
"8","2","0","0","0","17","0.3","0.13","0","17","0","0"
"8","2","1","0","0","17","0.1","0.13","0","17","0","0"
"8","2","2","0","0","17","0.1","0.13","0","17","0","0"
"8","2","3","0","0","17","0.3","0.13","0","17","0","0"
"8","2","4","0","0","17","0.4","0.13","0","17","0","0"
"8","2","5","134","26","19","0.5","0.13","19.871","19.606","102.913","59.631"
"8","2","6","260","95","21","0.5","0.13","138.11","25.708","1034.866","958.561"
"8","2","7","50","187","23","0.8","0.13","195.79","29.292","1598.731","1502.446"
"8","2","8","178","297","26","1.4","0.13","398.657","37.026","3204.079","3050.91"
"8","2","9","809","142","27","2.1","0.13","803.682","46.166","6296.546","6033.799"
"8","2","10","845","147","28","2.7","0.13","935.506","47.909","7230.141","6934.313"
"8","2","11","857","153","29","3.1","0.13","1005.044","48.959","7705.68","7393.002"
"8","2","12","858","154","29","3.3","0.13","1006.344","48.344","7735.265","7421.538"
"8","2","13","859","141","28","3.2","0.13","940.795","46.393","7318.144","7019.197"
"8","2","14","838","129","28","3.1","0.13","811.135","44.144","6411.736","6144.907"
"8","2","15","796","114","27","2.8","0.13","623.086","40.081","5050.911","4832.302"
"8","2","16","727","91","25","2.4","0.13","399.708","33.988","3256.266","3101.248"
"8","2","17","581","64","24","2","0.13","170.639","27.941","1168.998","1087.94"
"8","2","18","219","22","21","1.4","0.13","17.126","21.405","82.79","40.221"
"8","2","19","0","0","19","1","0.13","0","19","0","0"
"8","2","20","0","0","19","0.7","0.13","0","19","0","0"
"8","2","21","0","0","18","0.5","0.13","0","18","0","0"
"8","2","22","0","0","18","0.5","0.13","0","18","0","0"
"8","2","23","0","0","17","0.5","0.13","0","17","0","0"
"8","3","0","0","0","17","0.5","0.13","0","17","0","0"
"8","3","1","0","0","17","0.5","0.13","0","17","0","0"
"8","3","2","0","0","17","0.6","0.13","0","17","0","0"
"8","3","3","0","0","17","0.7","0.13","0","17","0","0"
"8","3","4","0","0","17","0.7","0.13","0","17","0","0"
"8","3","5","239","23","18","0.8","0.13","17.859","18.489","87.779","45.033"
"8","3","6","606","61","21","0.9","0.13","176.375","26.243","1220.514","1137.631"
"8","3","7","33","179","23","1","0.13","181.123","28.526","1479.914","1387.839"
"8","3","8","391","255","25","1.6","0.13","498.504","38.201","4028.042","3845.677"
"8","3","9","902","103","27","2.2","0.13","837.324","46.588","6557.203","6285.219"
"8","3","10","921","114","28","2.7","0.13","974.381","48.742","7507.868","7202.199"
"8","3","11","934","117","29","3","0.13","1046.82","50.145","7988.263","7665.572"
"8","3","12","934","117","29","3.2","0.13","1046.021","49.441","8006.04","7682.719"
"8","3","13","931","108","29","3.3","0.13","975.368","47.769","7547.825","7240.74"
"8","3","14","907","101","28","3.2","0.13","835.669","44.367","6606.1","6332.384"
"8","3","15","862","91","27","3","0.13","640.636","40.001","5202.174","4978.204"
"8","3","16","768","82","26","2.5","0.13","408.614","35.019","3315.49","3158.374"
"8","3","17","607","60","23","1.8","0.13","171.198","27.108","1166.282","1085.32"
"8","3","18","222","21","21","0.9","0.13","16.32","21.436","78.685","36.261"
"8","3","19","0","0","19","0.3","0.13","0","19","0","0"
"8","3","20","0","0","19","0.2","0.13","0","19","0","0"
"8","3","21","0","0","19","0.5","0.13","0","19","0","0"
"8","3","22","0","0","19","0.6","0.13","0","19","0","0"
"8","3","23","0","0","18","0.6","0.13","0","18","0","0"
"8","4","0","0","0","18","0.6","0.13","0","18","0","0"
"8","4","1","0","0","18","0.6","0.13","0","18","0","0"
"8","4","2","0","0","17","0.8","0.13","0","17","0","0"
"8","4","3","0","0","17","0.9","0.13","0","17","0","0"
"8","4","4","0","0","17","1","0.13","0","17","0","0"
"8","4","5","244","22","18","1.1","0.13","17.024","18.432","83.498","40.904"
"8","4","6","621","59","21","0.9","0.13","177.243","26.262","1221.342","1138.429"
"8","4","7","782","79","24","0.7","0.13","416.673","37.75","3351.626","3193.229"
"8","4","8","861","93","27","1.2","0.13","646.792","45.83","5127.08","4905.771"
"8","4","9","905","105","29","1.9","0.13","842.042","49.919","6503.39","6233.314"
"8","4","10","922","117","30","2.6","0.13","978.679","51.21","7463.121","7159.037"
"8","4","11","931","122","31","3.3","0.13","1049.18","51.173","7971.076","7648.994"
"8","4","12","925","126","31","3.8","0.13","1046.269","49.625","8000.565","7677.437"
"8","4","13","916","119","31","4.1","0.13","972.462","47.586","7529.793","7223.347"
"8","4","14","886","113","30","4.2","0.13","830.489","43.987","6573.785","6301.215"
"8","4","15","838","101","29","4","0.13","636.13","40.049","5162.642","4940.074"
"8","4","16","755","84","28","3.5","0.13","404.425","35.54","3273.374","3117.749"
"8","4","17","594","61","25","2.6","0.13","168.95","28.47","1144.816","1064.615"
"8","4","18","202","20","23","1.6","0.13","15.516","23.35","73.89","31.636"
"8","4","19","0","0","21","1","0.13","0","21","0","0"
"8","4","20","0","0","21","0.7","0.13","0","21","0","0"
"8","4","21","0","0","21","0.7","0.13","0","21","0","0"
"8","4","22","0","0","20","0.8","0.13","0","20","0","0"
"8","4","23","0","0","20","0.9","0.13","0","20","0","0"
"8","5","0","0","0","20","1","0.13","0","20","0","0"
"8","5","1","0","0","19","1.1","0.13","0","19","0","0"
"8","5","2","0","0","18","1.2","0.13","0","18","0","0"
"8","5","3","0","0","18","1.3","0.13","0","18","0","0"
"8","5","4","0","0","18","1.3","0.13","0","18","0","0"
"8","5","5","236","21","20","1.8","0.13","16.19","20.35","78.456","36.041"
"8","5","6","460","71","23","1.7","0.13","156.673","26.89","1106.838","1027.983"
"8","5","7","775","81","26","0.9","0.13","415.584","39","3325.835","3168.352"
"8","5","8","856","96","29","1.1","0.13","646.698","48.293","5073.799","4854.379"
"8","5","9","900","107","31","2","0.13","840.287","51.453","6448.266","6180.142"
"8","5","10","928","112","32","2.7","0.13","979.712","52.857","7420.617","7118.039"
"8","5","11","935","118","33","3.1","0.13","1049.608","53.851","7885.879","7566.816"
"8","5","12","929","121","33","3.3","0.13","1045.614","53.105","7881.121","7562.226"
"8","5","13","917","116","32","3.3","0.13","970.515","50.675","7420.15","7117.589"
"8","5","14","885","112","31","3","0.13","828.529","47.773","6457.891","6189.427"
"8","5","15","832","102","30","2.7","0.13","632.906","43.526","5064.488","4845.398"
"8","5","16","749","85","29","2.2","0.13","402.198","38.394","3216.642","3063.028"
"8","5","17","442","70","26","1.6","0.13","148.134","29.75","1024.038","948.116"
"8","5","18","0","17","24","1","0.13","15.675","24.408","74.304","32.035"
"8","5","19","0","0","23","0.7","0.13","0","23","0","0"
"8","5","20","0","0","23","0.3","0.13","0","23","0","0"
"8","5","21","0","0","22","0.2","0.13","0","22","0","0"
"8","5","22","0","0","22","0.4","0.13","0","22","0","0"
"8","5","23","0","0","22","0.5","0.13","0","22","0","0"
"8","6","0","0","0","22","0.6","0.13","0","22","0","0"
"8","6","1","0","0","22","0.6","0.13","0","22","0","0"
"8","6","2","0","0","22","0.7","0.13","0","22","0","0"
"8","6","3","0","0","22","0.8","0.13","0","22","0","0"
"8","6","4","0","0","22","0.8","0.13","0","22","0","0"
"8","6","5","150","21","23","0.9","0.13","16.005","23.427","76.316","33.976"
"8","6","6","514","66","26","0.7","0.13","162.449","31.119","1113.842","1034.739"
"8","6","7","672","95","29","0.7","0.13","384.188","41.679","3035.803","2888.596"
"8","6","8","760","114","31","1.3","0.13","604.69","48.184","4739.129","4531.567"
"8","6","9","806","129","32","1.9","0.13","789.676","51.613","6051.937","5797.857"
"8","6","10","841","134","33","2.4","0.13","920.795","53.7","6950.767","6664.838"
"8","6","11","845","144","33","2.7","0.13","986.12","53.974","7408.26","7106.12"
"8","6","12","837","149","33","2.9","0.13","982.013","53.171","7402.497","7100.561"
"8","6","13","820","146","32","3","0.13","915.779","50.506","7004.942","6717.093"
"8","6","14","782","142","31","2.9","0.13","778.631","47.027","6082.238","5827.084"
"8","6","15","722","129","30","2.5","0.13","589.831","43.064","4719.706","4512.833"
"8","6","16","625","107","29","2.1","0.13","369.844","37.811","2960.218","2815.69"
"8","6","17","226","91","28","1.4","0.13","125.181","31.383","911.801","839.857"
"8","6","18","91","19","26","0.8","0.13","14.549","26.399","67.97","25.926"
"8","6","19","0","0","25","0.6","0.13","0","25","0","0"
"8","6","20","0","0","24","0.5","0.13","0","24","0","0"
"8","6","21","0","0","24","0.2","0.13","0","24","0","0"
"8","6","22","0","0","24","0.1","0.13","0","24","0","0"
"8","6","23","0","0","24","0.4","0.13","0","24","0","0"
"8","7","0","0","0","24","0.6","0.13","0","24","0","0"
"8","7","1","0","0","24","0.7","0.13","0","24","0","0"
"8","7","2","0","0","23","0.8","0.13","0","23","0","0"
"8","7","3","0","0","23","0.8","0.13","0","23","0","0"
"8","7","4","0","0","23","0.8","0.13","0","23","0","0"
"8","7","5","131","20","24","1.1","0.13","15.238","24.387","72.118","29.927"
"8","7","6","501","68","27","0.9","0.13","161.666","31.834","1108.616","1029.698"
"8","7","7","684","92","30","0.7","0.13","386.465","42.755","3040.609","2893.233"
"8","7","8","772","110","32","1.2","0.13","608.613","49.715","4740.861","4533.237"
"8","7","9","819","124","33","1.9","0.13","795.541","52.76","6068.779","5814.102"
"8","7","10","864","122","33","2.5","0.13","930.821","53.543","7033.211","6744.361"
"8","7","11","871","129","33","3","0.13","997.676","53.151","7523.416","7217.196"
"8","7","12","866","132","33","3.3","0.13","994.494","52.121","7532.39","7225.852"
"8","7","13","838","139","33","3.4","0.13","919.948","50.42","7042.18","6753.012"
"8","7","14","809","130","32","3.3","0.13","788.228","47.187","6156.351","5898.572"
"8","7","15","757","116","31","3","0.13","598.488","43.143","4791.962","4582.528"
"8","7","16","658","99","30","2.7","0.13","375.397","37.991","3002.263","2856.245"
"8","7","17","484","69","29","2","0.13","153.82","32.566","1040.227","963.732"
"8","7","18","112","18","27","1.2","0.13","13.793","27.342","63.931","22.03"
"8","7","19","0","0","25","0.8","0.13","0","25","0","0"
"8","7","20","0","0","24","0.5","0.13","0","24","0","0"
"8","7","21","0","0","23","0.4","0.13","0","23","0","0"
"8","7","22","0","0","23","0.3","0.13","0","23","0","0"
"8","7","23","0","0","23","0.2","0.13","0","23","0","0"
"8","8","0","0","0","23","0.3","0.13","0","23","0","0"
"8","8","1","0","0","23","0.4","0.13","0","23","0","0"
"8","8","2","0","0","23","0.5","0.13","0","23","0","0"
"8","8","3","0","0","23","0.5","0.13","0","23","0","0"
"8","8","4","0","0","23","0.5","0.13","0","23","0","0"
"8","8","5","112","20","24","0.7","0.13","15.278","24.43","72.299","30.102"
"8","8","6","467","73","26","0.8","0.13","159.641","30.916","1109.085","1030.15"
"8","8","7","647","101","28","1.1","0.13","379.378","39.282","3027.671","2880.753"
"8","8","8","740","122","30","1.7","0.13","600.213","45.586","4754.349","4546.248"
"8","8","9","792","137","31","2.4","0.13","787.048","48.717","6105.091","5849.128"
"8","8","10","822","146","31","3","0.13","921.471","49.621","7074.038","6783.741"
"8","8","11","833","153","31","3.4","0.13","983.67","49.612","7526.477","7220.149"
"8","8","12","833","154","31","3.6","0.13","990.795","49.173","7592.988","7284.303"
"8","8","13","819","149","31","3.5","0.13","918.02","48.112","7093.054","6802.083"
"8","8","14","795","136","30","3.3","0.13","782.765","45.081","6166.51","5908.37"
"8","8","15","746","120","29","2.9","0.13","595.012","41.279","4800.19","4590.464"
"8","8","16","660","97","28","2.4","0.13","373.642","36.4","3006.65","2860.477"
"8","8","17","484","68","26","1.8","0.13","152.218","29.674","1038.803","962.358"
"8","8","18","106","16","24","1.2","0.13","12.225","24.303","57.212","15.549"
"8","8","19","0","0","23","0.9","0.13","0","23","0","0"
"8","8","20","0","0","22","0.5","0.13","0","22","0","0"
"8","8","21","0","0","22","0.5","0.13","0","22","0","0"
"8","8","22","0","0","21","0.9","0.13","0","21","0","0"
"8","8","23","0","0","21","1","0.13","0","21","0","0"
"8","9","0","0","0","20","0.8","0.13","0","20","0","0"
"8","9","1","0","0","20","0.4","0.13","0","20","0","0"
"8","9","2","0","0","19","0.3","0.13","0","19","0","0"
"8","9","3","0","0","19","0.5","0.13","0","19","0","0"
"8","9","4","0","0","19","0.6","0.13","0","19","0","0"
"8","9","5","130","19","20","0.6","0.13","14.509","20.42","69.901","27.788"
"8","9","6","0","37","22","0.5","0.13","34.224","23.198","268.327","219.183"
"8","9","7","0","137","24","0.8","0.13","127.045","28.084","1027.117","951.086"
"8","9","8","333","266","26","1.5","0.13","473.503","38.819","3810.551","3635.892"
"8","9","9","837","124","28","2.2","0.13","810.865","46.967","6338.969","6074.718"
"8","9","10","873","127","29","2.8","0.13","944.905","48.764","7283.444","6985.727"
"8","9","11","885","132","30","3.2","0.13","1015.236","49.838","7761.607","7446.947"
"8","9","12","883","134","30","3.5","0.13","1013.759","48.887","7781.417","7466.054"
